-827
-822
-817
-810
-817
-827
-820
-815
-822
-807
-810
-812
-835
-817
-815
-795
-812
-820
-817
-807
-835
-935
-977
-877
-790
-775
-780
-785
-777
-790
-780
-780
-782
-795
-802
-817
-857
-897
-960
-972
-1007
-1047
-1092
-1155
-1222
-1245
-1280
-1322
-1382
-1405
-1427
-1440
-1472
-1490
-1510
-1507
-1530
-1547
-1540
-1522
-1535
-1552
-1522
-1527
-1520
-1502
-1487
-1480
-1447
-1437
-1402
-1367
-1337
-1320
-1317
-1292
-1272
-1260
-1237
-1215
-1202
-1167
-1120
-1085
-992
-922
-905
-840
-810
-772
-730
-672
-627
-607
-577
-537
-517
-530
-495
-485
-505
-500
-515
-517
-522
-552
-560
-577
-580
-600
-610
-607
-627
-665
-662
-675
-695
-720
-720
-760
-792
-815
-842
-880
-890
-907
-927
-950
-990
-995
-1037
-1090
-1165
-1200
-1237
-1267
-1392
-1735
-2802
-885
-740
-732
